2.793496000000000000e+06,4.300000000000000000e+02,4.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.793483294336617924e+06,4.312389967152663530e+02,4.346335757575757839e+02,6.775757575757577200e+00,5.733333333333334031e-02
2.793470502015733160e+06,4.325316110208756868e+02,4.392491902233779228e+02,1.360189854559489042e+01,1.152844767676767801e-01
2.793457622512138914e+06,4.338769383213511901e+02,4.438480814285228462e+02,2.047861707564355882e+01,1.738510354641271682e-01
2.793444655295719858e+06,4.352741030520206209e+02,4.484314578923182921e+02,2.740611255622701847e+01,2.330307796545968702e-01
2.793431599831459578e+06,4.367222578974108274e+02,4.530004994751034815e+02,3.438458952711005168e+01,2.928216407069059724e-01
2.793418455579448026e+06,4.382205830315352273e+02,4.575563582075904492e+02,4.141425760529070033e+01,3.532217073035864296e-01
2.793405221994885709e+06,4.397682853794668176e+02,4.621001590973608586e+02,4.849533141526691082e+01,4.142292217312651403e-01
2.793391898528088816e+06,4.413645978996058830e+02,4.666330009131551719e+02,5.562803052171209117e+01,4.758425762775799206e-01
2.793378484624491539e+06,4.430087788860680575e+02,4.711559569475726335e+02,6.281257936449572554e+01,5.380603097326672746e-01
2.793364979724649806e+06,4.447001112906343678e+02,4.756700757587836392e+02,7.004920719598683831e+01,6.008811039923436237e-01
2.793351383264242206e+06,4.464379020637201734e+02,4.801763818918395259e+02,7.733814802058000737e+01,6.643037807601814837e-01
2.793337694674070459e+06,4.482214815138356130e+02,4.846758765801479854e+02,8.467964053638516475e+01,7.283272983457600436e-01
2.793323913380058948e+06,4.500502026850242601e+02,4.891695384276671916e+02,9.207392807902419918e+01,7.929507485564464275e-01
2.793310038803253789e+06,4.519234407517809018e+02,4.936583240723560948e+02,9.952125856747890964e+01,8.581733536801353646e-01
2.793296070359821431e+06,4.538405924309637953e+02,4.981431688314030453e+02,1.070218844519364438e+02,9.239944635564495412e-01
2.793282007461044006e+06,4.558010754102300552e+02,5.026249873287411560e+02,1.145760626635798616e+02,9.904135527339699152e-01
2.793267849513317458e+06,4.578043277925349344e+02,5.071046741053436904e+02,1.221840545662729767e+02,1.057430217711135434e+00
2.793253595918145962e+06,4.598498075562505392e+02,5.115831042127802561e+02,1.298461259100899667e+02,1.125044174258514662e+00
2.793239246072136797e+06,4.619369920304695256e+02,5.160611337905000937e+02,1.375625467866417466e+02,1.193255254820218658e+00
2.793224799366994761e+06,4.640653773850735320e+02,5.205396006272965224e+02,1.453335915861524654e+02,1.262063405992285281e+00
2.793210255189514253e+06,4.662344781351558822e+02,5.250193247073934799e+02,1.531595389562405103e+02,1.331468686075924834e+00
2.793195612921573222e+06,4.684438266594011111e+02,5.295011087415834936e+02,1.610406717623602901e+02,1.401471262703577247e+00
2.793180871940122917e+06,4.706929727320339225e+02,5.339857386838340290e+02,1.689772770498616126e+02,1.472071410535788383e+00
2.793166031617180910e+06,4.729814830679609372e+02,5.384739842337668279e+02,1.769696460076251867e+02,1.543269509026966357e+00
2.793151091319819447e+06,4.753089408807397263e+02,5.429665993254060368e+02,1.850180739332337225e+02,1.615066040258135160e+00
2.793136050410157070e+06,4.776749454530191201e+02,5.474643226025767717e+02,1.931228601996393195e+02,1.687461586834855920e+00
2.793120908245345578e+06,4.800791117191047874e+02,5.519678778813273539e+02,2.012843082232889458e+02,1.760456829848532800e+00
2.793105664177559316e+06,4.825210698593137977e+02,5.564779745997374221e+02,2.095027254336708040e+02,1.834052546899376468e+00
2.793090317553983070e+06,4.850004649057912616e+02,5.609953082554643515e+02,2.177784232442456585e+02,1.908249610179341360e+00
2.793074867716798559e+06,4.875169563594708961e+02,5.655205608313691528e+02,2.261117170247278807e+02,1.983048984613403176e+00
2.793059314003170468e+06,4.900702178178702866e+02,5.700544012095564312e+02,2.345029260746822501e+02,2.058451726057585862e+00
2.793043655745232943e+06,4.926599366134204843e+02,5.745974855741504825e+02,2.429523735984034261e+02,2.134458979552193547e+00
2.793027892270074692e+06,4.952858134620372539e+02,5.791504578031227766e+02,2.514603866810457760e+02,2.211071977628746854e+00
2.793012022899722680e+06,4.979475621216496393e+02,5.837139498494765348e+02,2.600272962659726090e+02,2.288292038669163198e+00
2.792996046951127239e+06,5.006449090604099297e+02,5.882885821120859191e+02,2.686534371332940054e+02,2.366120565315759983e+00
2.792979963736144826e+06,5.033775931343153047e+02,5.928749637964783687e+02,2.773391478795641660e+02,2.444559042930704695e+00
2.792963772561521735e+06,5.061453652739804738e+02,5.974736932658420301e+02,2.860847708986094062e+02,2.523609038103568292e+00
2.792947472728875000e+06,5.089479881803063677e+02,6.020853583825301030e+02,2.948906523634587415e+02,2.603272197205680705e+00
2.792931063534675166e+06,5.117852360287980105e+02,6.067105368403289276e+02,3.037571422093504339e+02,2.683550244990017930e+00
2.792914544270227663e+06,5.146568941822904435e+02,6.113497964877474260e+02,3.126845941177878103e+02,2.764444983235395004e+00
2.792897914221653249e+06,5.175627589118488459e+02,6.160036956425790322e+02,3.216733655016189459e+02,2.845958289433761390e+00
2.792881172669868451e+06,5.205026371256152515e+02,6.206727833979796287e+02,3.307238174911153124e+02,2.928092115519438821e+00
2.792864318890565541e+06,5.234763461053798892e+02,6.253575999202996627e+02,3.398363149210252914e+02,3.010848486639169597e+00
2.792847352154190652e+06,5.264837132506617081e+02,6.300586767388999760e+02,3.490112263185790198e+02,3.094229499961876240e+00
2.792830271725924686e+06,5.295245758300879970e+02,6.347765370281762216e+02,3.582489238924219421e+02,3.178237323527063118e+00
2.792813076865659561e+06,5.325987807398689711e+02,6.395116958820090076e+02,3.675497835224544474e+02,3.262874195130819999e+00
2.792795766827977262e+06,5.357061842691683751e+02,6.442646605808523645e+02,3.769141847505566716e+02,3.348142421248421208e+00
2.792778340862127021e+06,5.388466518721759257e+02,6.490359308516657393e+02,3.863425107721770360e+02,3.434044375992534981e+00
2.792760798212002497e+06,5.420200579466933277e+02,6.538259991208896054e+02,3.958351484287642847e+02,3.520582500106090418e+00
2.792743138116118032e+06,5.452262856190501452e+02,6.586353507606598896e+02,4.053924882010230704e+02,3.607759299988875679e+00
2.792725359807585366e+06,5.484652265351693359e+02,6.634644643284485710e+02,4.150149242029742709e+02,3.695577346756963699e+00
2.792707462514088489e+06,5.517367806576089606e+02,6.683138118003162162e+02,4.247028541768007130e+02,3.784039275334090124e+00
2.792689445457860362e+06,5.550408560684087433e+02,6.731838587979527802e+02,4.344566794884603951e+02,3.873147783574132141e+00
2.792671307855655905e+06,5.583773687775752705e+02,6.780750648096816349e+02,4.442768051240493605e+02,3.962905631413859098e+00
2.792653048918729182e+06,5.617462425370434858e+02,6.829878834055947436e+02,4.541636396868969427e+02,4.053315640055149771e+00
2.792634667852805462e+06,5.651474086599562270e+02,6.879227624469822331e+02,4.641175953953765543e+02,4.144380691175896025e+00
2.792616163858056068e+06,5.685808058451059424e+02,6.928801442902158669e+02,4.741390880814154798e+02,4.236103726168827244e+00
2.792597536129072309e+06,5.720463800063871531e+02,6.978604659852409213e+02,4.842285371896878701e+02,4.328487745407522347e+00
2.792578783854837995e+06,5.755440841071113027e+02,7.028641594688260739e+02,4.943863657774750777e+02,4.421535807538887752e+00
2.792559906218703371e+06,5.790738779990374496e+02,7.078916517527164842e+02,5.046130005151784985e+02,4.515251028801397837e+00
2.792540902398356237e+06,5.826357282659770362e+02,7.129433651068327435e+02,5.149088716874695137e+02,4.609636582368426438e+00
2.792521771565796807e+06,5.862296080718309668e+02,7.180197172376516619e+02,5.252744131950623796e+02,4.704695697716004155e+00
2.792502512887306977e+06,5.898554970129218873e+02,7.231211214619021348e+02,5.357100625570956254e+02,4.800431660014357504e+00
2.792483125523425173e+06,5.935133809744846758e+02,7.282479868757059194e+02,5.462162609141081475e+02,4.896847809542610896e+00
2.792463608628915623e+06,5.972032519911807640e+02,7.334007185192875795e+02,5.567934530315959591e+02,4.993947541126038558e+00
2.792443961352742277e+06,6.009251081115040733e+02,7.385797175373757000e+02,5.674420873041367486e+02,5.091734303595276678e+00
